GlobalEventID,Day,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1292362053,20260304,202603,2026,2026.1753,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRAN,IRN,,,,,,,,1,14,14,1,1,0.0,6,1,6,-7.01298701298701,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://indianexpress.com/article/world/iran-us-israel-war-day-5-updates-death-toll-ayatollah-ali-khamenei-us-submarine-iran-warship-10564578/
1292362054,20260304,202603,2026,2026.1753,GOV,PRESIDENT,,,,,,GOV,,,IRN,IRANIAN,IRN,,,,,,,,0,18,18,1,1,3.4,1,1,1,-10.6100795755968,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362055,20260304,202603,2026,2026.1753,GOV,REGIME,,,,,,GOV,,,IRNGOVMIL,IRAN,IRN,,,,,GOV,MIL,,0,40,40,4,1,1.0,1,1,1,-5.78905630452022,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362056,20260304,202603,2026,2026.1753,GOV,PRESIDENT,,,,,,GOV,,,IRNMIL,IRANIAN,IRN,,,,,MIL,,,0,112,112,11,3,-2.0,3,1,3,-10.2380952380952,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,20260304154500,https://www.businessinsider.com/us-navy-submarine-sank-iranian-warship-2026-3
1292362057,20260304,202603,2026,2026.1753,GOV,PRESIDENT,,,,,,GOV,,,IRNMIL,IRANIAN,IRN,,,,,MIL,,,0,120,120,12,3,-4.0,3,1,3,-10.2380952380952,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,4,"Gulf Of Oman, Iran (general), Iran",IR,IR00,40979,25.4489,57.7939,-3077385,20260304154500,https://www.businessinsider.com/us-navy-submarine-sank-iranian-warship-2026-3
1292362058,20260304,202603,2026,2026.1753,GOV,PRESIDENT,,,,,,GOV,,,ISR,ISRAEL,ISR,,,,,,,,0,20,20,2,1,3.0,2,2,2,-4.386957181901,3,"Capitol Hill, District of Columbia, United States",US,USDC,DC001,38.889,-77.0003,529313,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.wkyufm.org/news/2026-03-04/the-u-s-sinks-irans-ships-and-slams-its-missile-launchers-as-the-war-enters-day-5
1292362059,20260304,202603,2026,2026.1753,GOV,AUTHORITIES,,,,,,GOV,,,ISR,ISRAELI,ISR,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-7.86240786240786,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.aljazeera.com/news/2026/3/4/hegseth-says-more-us-forces-arriving-in-middle-east-as-iran-war-ramps-up
1292362064,20260304,202603,2026,2026.1753,GOV,FOREIGN OFFICE,,,,,,GOV,,,KWT,KUWAIT,KWT,,,,,,,,1,42,42,4,1,1.9,5,1,5,-2.91878172588832,5,"Leicestershire, Leicestershire, United Kingdom",UK,UKH5,40119,52.6649,-1.03489,-2600962,4,"Ali Al Salem Air Base, Kuwait (general), Kuwait",KU,KU00,123556,29.35,47.5211,186617,4,"Ali Al Salem Air Base, Kuwait (general), Kuwait",KU,KU00,123556,29.35,47.5211,186617,20260304154500,https://www.leicestermercury.co.uk/news/local-news/leicestershire-family-stuck-kuwait-amid-10847276
1292362065,20260304,202603,2026,2026.1753,GOV,FOREIGN OFFICE,,,,,,GOV,,,KWT,KUWAIT,KWT,,,,,,,,1,42,42,4,1,1.9,3,1,3,-2.91878172588832,4,"Ali Al Salem Air Base, Kuwait (general), Kuwait",KU,KU00,123556,29.35,47.5211,186617,4,"Ali Al Salem Air Base, Kuwait (general), Kuwait",KU,KU00,123556,29.35,47.5211,186617,4,"Ali Al Salem Air Base, Kuwait (general), Kuwait",KU,KU00,123556,29.35,47.5211,186617,20260304154500,https://www.leicestermercury.co.uk/news/local-news/leicestershire-family-stuck-kuwait-amid-10847276
1292362067,20260304,202603,2026,2026.1753,GOV,MINIST,,,,,,GOV,,,LBN,LEBANON,LBN,,,,,,,,1,14,14,1,1,0.0,8,1,8,-2.92134831460675,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,18808,33.8719,35.5097,-801546,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
1292362075,20260304,202603,2026,2026.1753,GOV,FOREIGN MINIST,,,,,,GOV,,,MED,TELEVISION,,,,,,MED,,,1,13,13,1,1,0.4,5,1,5,-3.77358490566037,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.jagonews24.com/en/international/news/90546
1292362093,20260304,202603,2026,2026.1753,GOV,AUTHORITIES,,,,,,GOV,,,USA,AMERICAN,USA,,,,,,,,0,112,112,11,3,-2.0,2,1,2,-7.86240786240786,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.aljazeera.com/news/2026/3/4/hegseth-says-more-us-forces-arriving-in-middle-east-as-iran-war-ramps-up
1292362101,20260304,202603,2026,2026.1753,GOVMIL,MINIST OF DEFENCE,,,,,,GOV,MIL,,,,,,,,,,,,0,194,194,19,4,-10.0,6,1,6,-0.55762081784386,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,18585,3.16667,101.7,-2403010,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.thestar.com.my/news/nation/2026/03/04/no-malaysians-reported-affected-following-security-developments-in-uae-says-envoy
1292362102,20260304,202603,2026,2026.1753,GOVMIL,MINIST OF DEFENCE,,,,,,GOV,MIL,,,,,,,,,,,,0,194,194,19,4,-10.0,4,1,4,-0.55762081784386,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.thestar.com.my/news/nation/2026/03/04/no-malaysians-reported-affected-following-security-developments-in-uae-says-envoy
1292362109,20260304,202603,2026,2026.1753,GOVMIL,DEFENCE SECRETARY,,,,,,GOV,MIL,,MED,MEDIA,,,,,,MED,,,1,40,40,4,1,1.0,2,1,2,-6.25,2,"Connecticut, United States",US,USCT,,41.5834,-72.7622,CT,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://newrepublic.com/post/207330/pete-hegseth-troops-dying-iran-donald-trump-look-bad
1292362110,20260304,202603,2026,2026.1753,GOVMIL,DEFENCE SECRETARY,,,,,,GOV,MIL,,MED,MEDIA,,,,,,MED,,,1,114,114,11,3,-2.0,8,1,8,-6.25,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://newrepublic.com/post/207330/pete-hegseth-troops-dying-iran-donald-trump-look-bad
1292362111,20260304,202603,2026,2026.1753,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,MIL,MILITARY,,,,,,MIL,,,0,10,10,1,1,0.0,6,1,6,-3.91404451266308,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.foxla.com/news/iran-war-continues-march-4-2026
1292362119,20260304,202603,2026,2026.1753,GRC,GREEK,GRC,,,,,,,,,,,,,,,,,,1,25,25,2,1,-0.3,10,1,10,-5.79710144927536,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,0,,,,,,,,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,20260304154500,https://www.aol.co.uk/articles/harry-maguire-handed-15-month-151726112.html
1292362120,20260304,202603,2026,2026.1753,GRC,GREEK,GRC,,,,,,,,,,,,,,,,,,1,80,80,8,2,5.0,10,1,10,-5.79710144927536,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,0,,,,,,,,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,20260304154500,https://www.aol.co.uk/articles/harry-maguire-handed-15-month-151726112.html
1292362121,20260304,202603,2026,2026.1753,GRC,GREEK,GRC,,,,,,,,,,,,,,,,,,1,81,81,8,2,5.0,20,1,10,-5.79710144927536,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,0,,,,,,,,4,"Mykonos, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,37.45,25.3333,-823958,20260304154500,https://www.aol.co.uk/articles/harry-maguire-handed-15-month-151726112.html
1292362122,20260304,202603,2026,2026.1753,GRC,GREEK,GRC,,,,,,,,,,,,,,,,,,1,112,112,11,3,-2.0,10,1,10,-8.91472868217057,1,Turkey,TU,TU,,39.059012,34.911546,TU,0,,,,,,,,1,Turkey,TU,TU,,39.059012,34.911546,TU,20260304154500,https://cpt.org/2026/03/04/the-architecture-of-crimmigration-and-the-chios-tragedy
1292362123,20260304,202603,2026,2026.1753,GRC,GREECE,GRC,,,,,,,,CYP,CYPRIOT,CYP,,,,,,,,0,120,120,12,3,-4.0,8,1,8,-8.28924162257495,4,"Akrotiri, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3584,25.3959,-813565,1,Cyprus,CY,CY,,35.0,33.0,CY,1,Cyprus,CY,CY,,35.0,33.0,CY,20260304154500,https://pmnewsnigeria.com/2026/03/04/iran-tried-to-kill-president-trump-as-u-s-vows-to-deliver-death-and-destruction-from-the-sky/
1292362124,20260304,202603,2026,2026.1753,GRC,GREECE,GRC,,,,,,,,CYP,CYPRIOT,CYP,,,,,,,,0,120,120,12,3,-4.0,2,1,2,-8.28924162257495,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Akrotiri, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3584,25.3959,-813565,4,"Akrotiri, Perifereia Notiou Aigaiou, Greece",GR,GR61,16709,36.3584,25.3959,-813565,20260304154500,https://pmnewsnigeria.com/2026/03/04/iran-tried-to-kill-president-trump-as-u-s-vows-to-deliver-death-and-destruction-from-the-sky/
1292362125,20260304,202603,2026,2026.1753,GRC,GREECE,GRC,,,,,,,,EGY,EGYPTIAN,EGY,,,,,,,,1,10,10,1,1,0.0,3,1,3,-5.67226890756306,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,20260304154500,https://balkaninsight.com/2026/03/04/greek-final-court-decision-rules-that-golden-dawn-is-a-criminal-organisation/
1292362126,20260304,202603,2026,2026.1753,GRC,GREECE,GRC,,,,,,,,EGY,EGYPTIAN,EGY,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-5.67226890756306,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,20260304154500,https://balkaninsight.com/2026/03/04/greek-final-court-decision-rules-that-golden-dawn-is-a-criminal-organisation/
1292362149,20260304,202603,2026,2026.1753,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,,,,,,,,,,,1,10,10,1,1,0.0,10,1,10,-5.63380281690141,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.channelnewsasia.com/watch/eu-gas-supply-coordination-group-meeting-discuss-energy-impact-5970891
1292362150,20260304,202603,2026,2026.1753,IGOEUREEC,THE EUROPEAN UNION,EUR,EEC,,,,IGO,,,,,,,,,,,,,1,40,40,4,1,1.0,10,1,10,-5.63380281690141,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.channelnewsasia.com/watch/eu-gas-supply-coordination-group-meeting-discuss-energy-impact-5970891
1292362153,20260304,202603,2026,2026.1753,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,CVL,CIVILIAN,,,,,,CVL,,,1,80,80,8,2,5.0,10,1,10,-7.86240786240786,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.aljazeera.com/news/2026/3/4/hegseth-says-more-us-forces-arriving-in-middle-east-as-iran-war-ramps-up
1292362156,20260304,202603,2026,2026.1753,IGOUNO,UNITED NATIONS,,UNO,,,,IGO,,,IRN,IRAN,IRN,,,,,,,,0,10,10,1,1,0.0,2,1,2,-5.84878744650499,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.islamicinvitationturkey.com/tehran-criticizes-eu-over-nazi-mindsets-condemns-german-support-for-israeli-us-aggression/
1292362175,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,,,,,,,,,,,1,10,10,1,1,0.0,2,1,2,-7.4468085106383,4,"Shuaiba Port, Kuwait (general), Kuwait",KU,KU00,25307,29.0447,48.1592,-789889,0,,,,,,,,4,"Shuaiba Port, Kuwait (general), Kuwait",KU,KU00,25307,29.0447,48.1592,-789889,20260304154500,https://www.yahoo.com/news/articles/watch-live-pete-hegseth-offers-123734886.html
1292362176,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,,,,,,,,,,,1,10,10,1,1,0.0,2,1,2,-7.4468085106383,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,4,"Shuaiba Port, Kuwait (general), Kuwait",KU,KU00,25307,29.0447,48.1592,-789889,20260304154500,https://www.yahoo.com/news/articles/watch-live-pete-hegseth-offers-123734886.html
1292362180,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,,,,,,,,,,,1,145,145,14,3,-7.5,5,1,5,-3.70370370370371,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.independent.co.uk/news/science/archaeology/iran-swords-philadelphia-bronze-age-b2931723.html
1292362181,20260304,202603,2026,2026.1753,IRN,TEHRAN,IRN,,,,,,,,,,,,,,,,,,0,194,194,19,4,-10.0,1,1,1,-7.86240786240786,1,Israel,IS,IS,,31.5,34.75,IS,0,,,,,,,,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.aljazeera.com/news/2026/3/4/hegseth-says-more-us-forces-arriving-in-middle-east-as-iran-war-ramps-up
1292362182,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,192,192,19,4,-9.5,6,1,6,-1.64609053497943,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Astara, Astara, Azerbaijan",AJ,AJ08,534,38.456,48.875,-2705081,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://timesca.com/turkmenistan-opens-additional-crossings-as-uzbekistan-evacuates-citizens-from-iran/
1292362183,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,192,192,19,4,-9.5,4,1,4,-1.64609053497943,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://timesca.com/turkmenistan-opens-additional-crossings-as-uzbekistan-evacuates-citizens-from-iran/
1292362185,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,CAN,CANADIAN,CAN,,,,,,,,0,43,43,4,1,2.8,2,1,2,-2.92134831460675,4,"Ottawa, Ontario, Canada",CA,CA08,12755,45.4167,-75.7,-570760,1,Egypt,EG,EG,,27.0,30.0,EG,1,Egypt,EG,EG,,27.0,30.0,EG,20260304154500,https://www.castanetkamloops.net/news/Canada/601813/Canada-secures-limited-seats-on-commercial-flights-from-Lebanon-as-conflict-widens
1292362187,20260304,202603,2026,2026.1753,IRN,IRANIAN,IRN,,,,,,,,CHN,CHINA,CHN,,,,,,,,0,61,61,6,2,6.4,2,1,2,-4.10094637223975,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.yahoo.com/news/articles/pakistan-then-iran-chinese-air-130000354.html
1292362189,20260304,202603,2026,2026.1753,IRN,IRANIAN,IRN,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,1,62,62,6,2,7.4,12,4,12,-2.91970802919708,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://www.sun-sentinel.com/2026/03/04/hegseth-iran-air-attacks/
1292362190,20260304,202603,2026,2026.1753,IRN,IRANIAN,IRN,,,,,,,,CVL,CIVILIAN,,,,,,CVL,,,1,174,174,17,4,-5.0,1,1,1,-1.27795527156549,4,"Milan, Lombardia, Italy",IT,IT09,18363,45.4667,9.2,-121726,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.independent.ie/world-news/middle-east/us-sinks-iranian-warship-killing-at-least-80-israel-begins-strikes-in-southern-lebanon-as-civilians-are-ordered-to-evacuate/a627608921.html
1292362192,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,14,14,1,1,0.0,2,1,2,-10.6100795755968,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362193,20260304,202603,2026,2026.1753,IRN,IRANIAN,IRN,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,42,42,4,1,1.9,4,2,4,-4.386957181901,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.wkyufm.org/news/2026-03-04/the-u-s-sinks-irans-ships-and-slams-its-missile-launchers-as-the-war-enters-day-5
1292362194,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,ELI,ACTOR,,,,,,ELI,,,0,20,20,2,1,3.0,8,1,8,-2.05973223480948,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://talkingpointsmemo.com/news/iran-blood-moon-purim-end-times-trump
1292362195,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,ELI,ACTOR,,,,,,ELI,,,0,20,20,2,1,3.0,2,1,2,-2.05973223480948,1,Israel,IS,IS,,31.5,34.75,IS,1,Iran,IR,IR,,32.0,53.0,IR,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://talkingpointsmemo.com/news/iran-blood-moon-purim-end-times-trump
1292362196,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,ELI,ACTOR,,,,,,ELI,,,1,111,111,11,3,-2.0,6,1,6,-8.02292263610315,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://news.webindia123.com/news/Articles/Entertainment/20260304/4423460.html
1292362197,20260304,202603,2026,2026.1753,IRN,IRANIAN,IRN,,,,,,,,ESP,SPAIN,ESP,,,,,,,,1,190,190,19,4,-10.0,2,1,2,-6.63176265270506,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,4,"Gaza, Israel (general), Israel",IS,IS00,18315,31.4167,34.3333,-797156,20260304154500,https://www.upi.com/Top_News/World-News/2026/03/04/Spain-Canada-set-out-Iran-war-stances/2511772628375/
1292362198,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOV,FOREIGN MINIST,,,,,,GOV,,,0,14,14,1,1,0.0,4,1,4,-10.6100795755968,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,4,"Minab, Sistan va Baluchestan, Iran",IR,IR04,41051,25.7893,61.1025,293743,20260304154500,https://www.presstv.ir/Detail/2026/03/04/764951/Another-girls-school-targeted-in-US-Israeli-attacks-on-Iran
1292362200,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,51,51,5,1,3.4,2,1,2,-3.36134453781513,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.foxnews.com/media/sen-kennedy-praises-trumps-resolve-iran-says-world-safer-today-because-what-hes-done
1292362201,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,185,185,18,4,-8.0,2,1,2,-8.28924162257495,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,3,"Washington, District of Columbia, United States",US,USDC,DC001,38.8951,-77.0364,531871,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://pmnewsnigeria.com/2026/03/04/iran-tried-to-kill-president-trump-as-u-s-vows-to-deliver-death-and-destruction-from-the-sky/
1292362202,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOV,RULER,,,,,,GOV,,,1,186,186,18,4,-10.0,1,1,1,-7.01298701298701,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20260304154500,https://indianexpress.com/article/world/iran-us-israel-war-day-5-updates-death-toll-ayatollah-ali-khamenei-us-submarine-iran-warship-10564578/
1292362203,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOV,RULER,,,,,,GOV,,,1,186,186,18,4,-10.0,1,1,1,-7.01298701298701,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://indianexpress.com/article/world/iran-us-israel-war-day-5-updates-death-toll-ayatollah-ali-khamenei-us-submarine-iran-warship-10564578/
1292362204,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,0,40,40,4,1,1.0,1,1,1,-5.78905630452022,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,1,Iran,IR,IR,,32.0,53.0,IR,20260304154500,https://www.aljazeera.com/news/2026/3/4/why-are-the-us-and-israel-framing-the-ongoing-conflict-as-a-religious-war
1292362207,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,IRNGOV,IRAN,IRN,,,,,GOV,,,1,40,40,4,1,1.0,2,1,2,-5.84878744650499,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.islamicinvitationturkey.com/tehran-criticizes-eu-over-nazi-mindsets-condemns-german-support-for-israeli-us-aggression/
1292362208,20260304,202603,2026,2026.1753,IRN,IRAN,IRN,,,,,,,,IRNGOV,IRAN,IRN,,,,,GOV,,,1,51,51,5,1,3.4,2,1,2,-3.36134453781513,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,1,Israel,IS,IS,,31.5,34.75,IS,20260304154500,https://www.foxnews.com/media/sen-kennedy-praises-trumps-resolve-iran-says-world-safer-today-because-what-hes-done
