icao24,callsign,origin_country,latitude,longitude,altitude,velocity,heading,on_ground,timestamp
80162c,AXB2549,India,14.5941,75.6642,9448.8,225.64,111.53,False,2026-03-11 17:13:50
80162d,AXB1180,India,28.566,77.2845,960.12,88.52,271.67,False,2026-03-11 17:13:50
801638,AXB1042,India,26.1932,86.5921,11574.78,203.64,284.63,False,2026-03-11 17:13:50
801641,AXB1120,India,26.3359,88.7197,11277.6,248.65,85.73,False,2026-03-11 17:13:50
801645,AIC1895,India,19.1603,72.7717,1744.98,116.35,5.84,False,2026-03-11 17:13:50
801643,AXB1098,India,19.8643,76.4688,11277.6,259.49,73.65,False,2026-03-11 17:13:50
801615,AXB2839,India,13.9255,77.1445,5501.64,185.8,162.27,False,2026-03-11 17:13:50
801621,IGO067,India,19.2309,72.5224,10363.2,217.18,288.22,False,2026-03-11 17:13:50
80160f,IGO681,India,28.296,76.7508,10363.2,226.12,202.19,False,2026-03-11 17:13:50
801633,AKJ952P,India,28.527,77.539,2781.3,102.13,21.27,False,2026-03-11 17:13:50
80161d,AKJ2004,India,20.427,73.6911,8001.0,231.53,208.1,False,2026-03-11 17:13:50
80161e,AKJ1804,India,27.7868,79.3438,10972.8,195.17,301.64,False,2026-03-11 17:13:50
80166a,AKJ230C,India,25.0,76.6702,10668.0,250.71,168.76,False,2026-03-11 17:13:50
80167e,AIC1724,India,11.8228,77.4585,10652.76,232.38,207.13,False,2026-03-11 17:13:50
80167b,AIC2827,India,16.7242,74.3334,10660.38,244.01,128.15,False,2026-03-11 17:13:50
80167f,AIC1877,India,28.6763,77.6751,3139.44,121.72,212.75,False,2026-03-11 17:13:50
80164c,IGO6399,India,28.2403,77.2516,3352.8,128.47,9.91,False,2026-03-11 17:13:50
47b217,NBT091,Norway,24.4611,85.2445,11879.58,279.51,133.21,False,2026-03-11 17:13:50
801661,IGO853,India,14.3144,75.2337,10972.8,231.42,307.69,False,2026-03-11 17:13:50
80165a,AIC488,India,28.3922,77.3332,2362.2,126.32,101.04,False,2026-03-11 17:13:50
801672,AIC2401,India,18.0001,73.0834,8869.68,229.54,134.91,False,2026-03-11 17:13:50
8014b0,IGO143P,India,23.5997,84.2842,10972.8,223.79,215.08,False,2026-03-11 17:13:50
8014b4,IGO1414,India,19.0928,72.866,,8.23,47.81,True,2026-03-11 17:13:50
800db5,AXB2985,India,10.0766,77.1828,9265.92,234.99,188.31,False,2026-03-11 17:13:50
8014dd,AIC2108,India,15.0658,78.6988,10972.8,230.53,296.79,False,2026-03-11 17:13:50
8014da,AIC2940,India,26.0939,74.927,9448.8,239.16,20.66,False,2026-03-11 17:13:50
8014f7,IGO1701,India,28.5524,77.0776,,3.34,230.62,True,2026-03-11 17:13:50
