icao24,callsign,origin_country,latitude,longitude,altitude,velocity,heading,on_ground,timestamp
8960f1,UAE71J,United Arab Emirates,23.1412,53.8783,11887.2,300.0,74.89,False,2026-03-11 17:39:55
89620e,UAE2W,United Arab Emirates,23.3091,49.3653,10668.0,309.22,98.8,False,2026-03-11 17:39:55
70c10e,OMS286,Oman,24.6698,55.9654,9448.8,61.14,202.25,False,2026-03-11 17:39:55
70c107,OMA2408,Oman,23.1712,49.2447,12496.8,281.75,104.59,False,2026-03-11 17:39:55
896366,ABY842,United Arab Emirates,25.6853,56.1047,8275.32,0.0,0.0,False,2026-03-11 17:39:55
8963f0,UAE6AQ,United Arab Emirates,25.1597,55.5178,815.34,88.84,301.02,False,2026-03-11 17:39:55
8963b1,FDB143,United Arab Emirates,26.0957,53.57,9753.6,0.0,0.0,False,2026-03-11 17:39:55
896504,ABY330,United Arab Emirates,26.0957,53.5701,10363.2,0.0,0.0,False,2026-03-11 17:39:55
68332b,VSV5300,Kazakhstan,23.2581,49.4541,10660.38,288.46,106.37,False,2026-03-11 17:39:55
896461,ETD81C,United Arab Emirates,22.9688,53.1445,12496.8,288.68,74.6,False,2026-03-11 17:39:55
740823,RJA614,Jordan,23.4323,48.7526,12489.18,304.92,105.56,False,2026-03-11 17:39:55
896717,ABY283,United Arab Emirates,25.3299,55.5074,9768.84,0.0,0.0,False,2026-03-11 17:39:55
010261,RMX7702,Egypt,24.4679,52.5363,10363.2,110.0,332.12,False,2026-03-11 17:39:55
3b7569,FAF4072,France,24.4895,52.5222,9745.98,95.95,193.96,False,2026-03-11 17:39:55
800c88,AIC2245,India,24.4658,52.5376,9159.24,52.71,108.79,False,2026-03-11 17:39:55
710053,SVA810,Saudi Arabia,23.425,49.3382,10058.4,292.87,107.48,False,2026-03-11 17:39:55
710149,,Saudi Arabia,26.4593,49.1749,6377.94,199.41,276.67,False,2026-03-11 17:39:55
3c66c2,DLH766,Germany,23.2848,49.2319,11277.6,309.86,106.0,False,2026-03-11 17:39:55
3c66c1,DLH764,Germany,23.1555,49.0127,11887.2,304.95,103.66,False,2026-03-11 17:39:55
