icao24,callsign,origin_country,latitude,longitude,altitude,velocity,heading,on_ground,timestamp
4bc8c8,PGT1046,Turkey,44.3933,23.486,11269.98,223.59,139.2,False,2026-03-11 17:14:48
4bc8d4,PGT6KU,Turkey,47.3911,22.9421,11269.98,227.31,142.17,False,2026-03-11 17:14:48
44022b,AUA697,Austria,44.5539,25.9355,548.64,84.88,83.74,False,2026-03-11 17:14:48
471f6d,WMT7HR,Hungary,44.8556,24.9517,4137.66,153.0,116.13,False,2026-03-11 17:14:48
40805d,WUK1207,United Kingdom,43.3564,24.7216,10668.0,215.32,131.8,False,2026-03-11 17:14:48
3c6703,DLH712,Germany,45.1514,25.3607,11277.6,246.95,121.11,False,2026-03-11 17:14:48
48ca6b,SPTUL,Poland,50.1042,22.0593,182.88,34.99,269.16,False,2026-03-11 17:14:48
3c670b,DLH723,Germany,45.2086,24.4994,12192.0,243.33,291.19,False,2026-03-11 17:14:48
407b70,WUK70PG,United Kingdom,45.077,22.1258,11277.6,233.52,131.87,False,2026-03-11 17:14:48
48d1d4,SPWOW,Poland,50.089,22.0919,464.82,60.39,8.82,False,2026-03-11 17:14:48
3c4ad7,DLH728,Germany,45.7262,24.2934,10058.4,246.33,120.64,False,2026-03-11 17:14:48
3c4acd,DLH729,Germany,46.0402,22.54,10972.8,241.16,297.71,False,2026-03-11 17:14:48
4bc84f,PGT80GD,Turkey,43.4786,24.5633,10683.24,219.86,138.89,False,2026-03-11 17:14:48
452087,UBD437,Bulgaria,46.5798,22.6064,10965.18,235.15,305.74,False,2026-03-11 17:14:48
4bb46f,MNB296,Turkey,45.1954,23.7777,10363.2,243.04,313.97,False,2026-03-11 17:14:48
471d60,WZZ1RT,Hungary,45.3267,33.6656,9753.6,26.95,346.76,False,2026-03-11 17:14:48
471d61,WZZ44T,Hungary,46.5577,24.6837,10660.38,226.06,129.92,False,2026-03-11 17:14:48
300a9d,ITY759,Italy,43.3547,22.9719,11582.4,239.8,277.64,False,2026-03-11 17:14:48
4007f2,BAW168,United Kingdom,45.0283,25.6456,11582.4,247.92,301.25,False,2026-03-11 17:14:48
440d0a,LDX280,Austria,44.8524,24.1316,8092.44,220.0,117.88,False,2026-03-11 17:14:48
3c0121,BVR101,Germany,46.1851,22.0586,12489.18,263.43,116.31,False,2026-03-11 17:14:48
89631c,UAE158,United Arab Emirates,44.3629,22.991,10058.4,246.56,165.5,False,2026-03-11 17:14:48
4ab823,NSZ5275,Sweden,45.4034,22.3051,10972.8,234.27,336.31,False,2026-03-11 17:14:48
4bb213,THY9UJ,Turkey,48.0638,22.1995,9753.6,224.63,328.68,False,2026-03-11 17:14:48
77058c,ALK558,Sri Lanka,44.8959,25.1217,10668.0,241.57,116.57,False,2026-03-11 17:14:48
77058d,ALK564,Sri Lanka,44.2454,27.065,10668.0,236.3,119.19,False,2026-03-11 17:14:48
501db3,9ADWA,Croatia,45.6861,22.2948,2827.02,157.15,275.64,False,2026-03-11 17:14:48
896614,UAE9905,United Arab Emirates,43.5936,22.2975,10058.4,247.48,149.38,False,2026-03-11 17:14:48
485345,KLM867,Kingdom of the Netherlands,43.632,28.9373,10660.38,235.75,125.94,False,2026-03-11 17:14:48
4a52e4,YRTWD,Romania,45.7085,25.5374,495.3,23.15,216.87,False,2026-03-11 17:14:48
48af19,LOT189,Poland,46.6358,24.5676,11277.6,229.02,129.81,False,2026-03-11 17:14:48
3c48f0,LHX9MF,Germany,45.0918,22.6551,11285.22,227.77,100.02,False,2026-03-11 17:14:48
4bce0f,SXS4BK,Turkey,43.3463,23.9608,11582.4,227.56,297.32,False,2026-03-11 17:14:48
49d3c6,OKCZE,Czech Republic,45.6952,25.5168,2758.44,85.12,112.38,False,2026-03-11 17:14:48
899039,EVA067,Taiwan,46.3662,22.3504,10972.8,241.99,298.85,False,2026-03-11 17:14:48
3474cd,WFL8621,Spain,43.226,29.7034,10668.0,232.54,126.36,False,2026-03-11 17:14:48
48b20e,SPMRO,Poland,50.9469,22.2242,457.2,57.77,76.09,False,2026-03-11 17:14:48
4d23c4,GTR1568,Malta,43.1841,24.9434,11567.16,233.35,277.22,False,2026-03-11 17:14:48
