icao24,callsign,origin_country,latitude,longitude,altitude,velocity,heading,on_ground,timestamp
4b1817,SWR21M,Switzerland,49.2476,3.2705,11597.64,229.65,306.9,False,2026-03-04 16:14:50
39de4d,TVF8602,France,48.3428,2.3488,5471.16,176.99,180.83,False,2026-03-04 16:14:50
39de57,TVF76DV,France,44.9593,-3.4039,10965.18,221.58,33.54,False,2026-03-04 16:14:50
3cf0b8,PTN65Q,Germany,41.1013,4.6904,11879.58,195.89,276.94,False,2026-03-04 16:14:50
39de51,TVF61KC,France,48.7402,2.4717,1196.34,94.95,75.89,False,2026-03-04 16:14:50
39de50,TVF4681,France,48.5456,1.8823,1706.88,131.58,34.81,False,2026-03-04 16:14:50
4b1803,SWR13Y,Switzerland,48.5495,2.4843,9448.8,214.4,140.16,False,2026-03-04 16:14:50
4b1800,SWR4LT,Switzerland,47.5146,8.4916,609.6,73.19,137.56,False,2026-03-04 16:14:50
4b1801,SWR91Z,Switzerland,47.7222,8.4856,2011.68,121.57,290.05,False,2026-03-04 16:14:50
4b1802,SWR5GM,Switzerland,47.442,8.5612,,0.0,244.69,True,2026-03-04 16:14:50
4952ca,TAP67AM,Portugal,50.057,2.3667,11582.4,223.17,34.39,False,2026-03-04 16:14:50
4952cf,TAP826,Portugal,44.9865,5.2032,10500.36,250.83,78.04,False,2026-03-04 16:14:50
408106,GVXNN,United Kingdom,50.7821,-3.2483,922.02,30.0,202.17,False,2026-03-04 16:14:50
4b181a,SWR1MC,Switzerland,47.7426,7.4557,5890.26,175.29,131.55,False,2026-03-04 16:14:50
39de32,FHXRS,France,44.4926,0.2111,822.96,52.72,118.57,False,2026-03-04 16:14:50
380bff,GTA1,France,45.7146,5.0778,,8.23,196.88,True,2026-03-04 16:14:50
39de46,TVF75MP,France,48.4285,2.4427,2118.36,148.55,291.32,False,2026-03-04 16:14:50
4b180c,SWISS,Switzerland,47.4448,8.5612,335.28,0.0,244.69,True,2026-03-04 16:14:50
440db0,EJU86JE,Austria,44.0197,8.1344,6926.58,205.35,42.56,False,2026-03-04 16:14:50
39de47,TVF73VH,France,45.0397,-3.7696,11887.2,233.25,217.02,False,2026-03-04 16:14:50
7101f0,SVA7361,Saudi Arabia,48.0269,9.7481,11887.2,244.64,139.95,False,2026-03-04 16:14:50
3c665a,VJH721,Germany,49.41,9.7787,9791.7,220.97,131.04,False,2026-03-04 16:14:50
4bc8c9,PGT9ZR,Turkey,49.71,9.7135,4838.7,207.62,302.86,False,2026-03-04 16:14:50
3d7f74,JMP902,Germany,49.4414,5.4694,3962.4,89.39,78.04,False,2026-03-04 16:14:50
3c6678,DLH2RJ,Germany,47.5699,8.9847,10980.42,223.9,358.16,False,2026-03-04 16:14:50
4bc8d3,PGT3DQ,Turkey,41.2964,1.6678,10355.58,234.73,87.99,False,2026-03-04 16:14:50
3c6674,DLH11H,Germany,41.2967,2.0826,,9.26,244.69,True,2026-03-04 16:14:50
4b184d,PJS623,Switzerland,46.2762,7.2177,5593.08,200.64,0.59,False,2026-03-04 16:14:50
39470f,FGRYP,France,45.9298,4.6352,312.42,32.94,181.79,False,2026-03-04 16:14:50
3455d7,VOE7348,Spain,51.3038,8.0055,11574.78,209.12,14.24,False,2026-03-04 16:14:50
3455d8,VOE58YP,Spain,47.6253,-0.8264,5372.1,174.52,235.33,False,2026-03-04 16:14:50
440248,EJU34RW,Austria,45.5275,8.7618,655.32,86.37,349.36,False,2026-03-04 16:14:50
3c65c3,DLH5ML,Germany,50.0479,8.566,,2.31,340.31,True,2026-03-04 16:14:50
3c5ee6,EWG73A,Germany,48.6889,9.1985,,0.64,78.75,True,2026-03-04 16:14:50
